,Players,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FG%,3P%,2P%,eFG%,FT%,Height,Weight,K-means Position,
987,Shawn Marion,0.08,0.2,0.14,0.09,0.02,0.02,0.11,0.49,0.25,0.52,0.51,0.76,201,99,2,
988,Shawne Williams,0.06,0.15,0.1,0.06,0.01,0.02,0.09,0.37,0.28,0.45,0.45,0.82,185,91,5,
989,Shayne Whittington,0.12,0.19,0.15,0.1,0.02,0.02,0.19,0.45,0.08,0.53,0.46,0.64,211,113,3,
990,Shelden Williams,0.11,0.22,0.16,0.05,0.02,0.02,0.14,0.46,0,0.47,0.46,0.73,185,91,3,
991,Sheldon McClellan,0.02,0.12,0.07,0.07,0.01,0.01,0.05,0.4,0.23,0.51,0.45,0.85,196,90,5,
992,Shelvin Mack,0.01,0.1,0.06,0.27,0.02,0,0.2,0.44,0.29,0.54,0.49,0.69,190,92,1,
993,Sherron Collins,0,0.09,0.05,0.2,0.02,0,0.14,0.28,0.2,0.33,0.32,1,180,92,6,
995,Skal Labissiere,0.1,0.21,0.15,0.08,0.01,0.02,0.13,0.54,0.38,0.54,0.54,0.7,211,102,2,
996,Smush Parker,0.01,0.1,0.05,0.22,0.02,0.01,0.17,0.34,0.23,0.42,0.39,0.7,193,86,6,
998,Solomon Hill,0.04,0.13,0.09,0.09,0.02,0.01,0.16,0.41,0.33,0.49,0.49,0.84,201,102,5,
999,Solomon Jones,0.11,0.13,0.12,0.04,0.01,0.03,0.25,0.35,0.13,0.36,0.35,0.7,208,104,0,
1000,Sonny Weems,0.02,0.11,0.06,0.11,0.01,0,0.19,0.4,0.23,0.43,0.43,0.57,198,92,0,
1002,Spencer Dinwiddie,0.02,0.1,0.06,0.25,0.02,0.01,0.13,0.37,0.22,0.42,0.4,0.76,198,90,1,
1003,Spencer Hawes,0.07,0.22,0.14,0.14,0.01,0.03,0.14,0.46,0.33,0.5,0.5,0.74,216,111,2,
1004,Stanley Johnson,0.03,0.15,0.09,0.11,0.02,0.01,0.15,0.36,0.3,0.4,0.42,0.73,203,99,0,
1006,Stephen Curry,0.02,0.11,0.07,0.32,0.03,0.01,0.15,0.48,0.44,0.51,0.57,0.89,190,86,1,
1007,Stephen Graham,0.03,0.14,0.09,0.08,0.01,0.01,0.13,0.48,0.34,0.51,0.51,0.75,198,97,5,
1008,Stephen Jackson,0.02,0.12,0.07,0.16,0.02,0.01,0.16,0.39,0.29,0.45,0.44,0.77,190,83,1,
1010,Stephon Marbury,0.01,0.07,0.04,0.25,0.01,0,0.19,0.38,0.31,0.4,0.42,0.59,188,81,1,
1011,Steve Blake,0.01,0.09,0.05,0.26,0.02,0,0.2,0.4,0.38,0.42,0.51,0.77,190,78,1,
1012,Steve Francis,0.05,0.08,0.07,0.23,0.02,0.02,0.17,0.33,0.24,0.38,0.37,0.57,190,88,6,
1013,Steve Nash,0.01,0.09,0.05,0.46,0.01,0,0.22,0.49,0.41,0.52,0.55,0.92,190,88,1,
1014,Steve Novak,0.01,0.13,0.07,0.03,0,0.01,0.04,0.43,0.44,0.43,0.59,0.77,208,102,5,
1015,Steven Adams,0.13,0.17,0.15,0.05,0.01,0.03,0.17,0.56,0,0.56,0.56,0.57,213,115,3,
1018,Stromile Swift,0.09,0.18,0.14,0.04,0.01,0.04,0.17,0.48,0.5,0.48,0.49,0.59,206,102,2,
1020,Sundiata Gaines,0.04,0.11,0.07,0.23,0.03,0,0.17,0.4,0.27,0.48,0.45,0.5,185,83,6,
1021,T.J. Ford,0.03,0.09,0.06,0.32,0.02,0.01,0.19,0.44,0.25,0.47,0.45,0.81,201,92,1,
1022,T.J. McConnell,0.02,0.13,0.08,0.37,0.03,0,0.22,0.47,0.27,0.5,0.49,0.72,208,108,6,
1023,T.J. Warren,0.07,0.1,0.08,0.07,0.02,0.01,0.08,0.51,0.3,0.54,0.53,0.74,208,108,4,
1024,Taj Gibson,0.1,0.17,0.14,0.06,0.01,0.04,0.12,0.5,0.22,0.5,0.5,0.69,206,102,2,
1025,Tarence Kinsey,0.04,0.11,0.08,0.04,0.02,0,0.14,0.44,0.41,0.45,0.48,0.85,198,83,5,
1026,Tarik Black,0.13,0.22,0.17,0.05,0.01,0.02,0.14,0.55,0.17,0.55,0.55,0.56,206,113,3,
1027,Taurean Green,0,0.16,0.08,0.21,0.01,0,0.22,0.29,0.21,0.36,0.33,0.89,183,80,6,
1028,Taurean Waller-Prince,0.03,0.15,0.09,0.08,0.02,0.02,0.16,0.4,0.32,0.44,0.46,0.79,183,88,1,
1029,Taylor Griffin,0,0.07,0.04,0.04,0,0.04,0.08,0.4,0,0.5,0.4,0.5,201,107,0,
1030,Tayshaun Prince,0.04,0.13,0.08,0.12,0.01,0.01,0.08,0.45,0.39,0.46,0.48,0.73,206,96,5,
1031,Terrel Harris,0.07,0.18,0.12,0.1,0.01,0.01,0.3,0.21,0.05,0.29,0.23,0.65,196,86,0,
1032,Terrence Jones,0.07,0.24,0.15,0.06,0.02,0.06,0.08,0.42,0.29,0.45,0.44,0.64,206,114,2,
1033,Terrence Ross,0.02,0.11,0.06,0.07,0.02,0.01,0.08,0.43,0.37,0.49,0.52,0.8,201,93,5,
1034,Terrence Williams,0.02,0.18,0.1,0.19,0.02,0,0.17,0.41,0.31,0.42,0.44,0.6,198,99,5,
1035,Terry Rozier,0.06,0.15,0.1,0.16,0.01,0.01,0.12,0.32,0.27,0.35,0.37,0.79,188,86,0,
1036,Thabo Sefolosha,0.04,0.15,0.1,0.1,0.03,0.02,0.14,0.44,0.33,0.5,0.5,0.77,201,99,4,
1037,Thaddeus Young,0.07,0.15,0.11,0.09,0.02,0.01,0.1,0.5,0.3,0.52,0.52,0.67,203,100,4,
1039,Theo Ratliff,0.09,0.15,0.12,0.05,0.01,0.06,0.2,0.44,0,0.44,0.44,0.58,208,102,3,
1040,Thomas Gardner,0.04,0.06,0.05,0.04,0.01,0,0.11,0.32,0.21,0.47,0.38,0.25,196,102,0,
1041,Thomas Robinson,0.14,0.26,0.2,0.07,0.02,0.02,0.17,0.47,0,0.47,0.47,0.51,208,107,3,
1042,Thon Maker,0.08,0.15,0.12,0.06,0.01,0.04,0.08,0.46,0.38,0.51,0.54,0.65,216,97,2,
1043,Tiago Splitter,0.1,0.19,0.15,0.09,0.01,0.02,0.14,0.54,0.07,0.54,0.54,0.72,211,111,3,
1044,Tibor Pleiss,0.09,0.13,0.11,0.04,0.01,0.02,0.24,0.44,0,0.48,0.44,1,221,116,2,
1045,Tim Duncan,0.09,0.27,0.18,0.16,0.01,0.04,0.12,0.5,0.08,0.5,0.5,0.73,211,113,3,
1046,Tim Frazier,0.03,0.11,0.07,0.35,0.02,0,0.23,0.39,0.31,0.42,0.43,0.63,185,77,6,
1047,Tim Hardaway,0.01,0.09,0.05,0.11,0.01,0.01,0.08,0.43,0.35,0.5,0.51,0.82,183,79,1,
1049,Tim Quarterman,0.06,0.14,0.1,0.21,0.01,0.03,0.27,0.45,0.39,0.5,0.53,0,198,88,4,
1050,Tim Thomas,0.04,0.15,0.09,0.09,0.01,0.01,0.12,0.42,0.38,0.45,0.5,0.75,208,104,5,
1051,Timofey Mozgov,0.11,0.19,0.15,0.04,0.01,0.04,0.16,0.52,0.16,0.53,0.52,0.73,216,124,3,
1052,Timothe Luwawu-Cabarrot,0.02,0.12,0.07,0.1,0.01,0.01,0.15,0.4,0.31,0.48,0.47,0.85,198,92,5,
1053,Tobias Harris,0.05,0.18,0.11,0.09,0.01,0.02,0.1,0.47,0.32,0.51,0.5,0.81,190,86,5,
1054,Tomas Satoransky,0.04,0.09,0.07,0.17,0.02,0.01,0.19,0.42,0.24,0.48,0.45,0.7,201,95,5,
1055,Toney Douglas,0.03,0.11,0.07,0.18,0.02,0.01,0.14,0.39,0.32,0.45,0.47,0.8,188,88,1,
1056,Tony Allen,0.06,0.12,0.09,0.1,0.03,0.02,0.15,0.48,0.24,0.49,0.49,0.69,193,96,4,
1057,Tony Battie,0.05,0.2,0.13,0.05,0.01,0.02,0.09,0.42,0.28,0.43,0.43,0.73,211,104,2,
1058,Tony Mitchell,0.15,0.08,0.12,0.13,0.05,0.02,0.08,0.51,0.5,0.56,0.53,0.58,201,92,4,
1059,Tony Parker,0.01,0.08,0.05,0.34,0.01,0,0.13,0.5,0.33,0.51,0.51,0.77,188,83,1,
1060,Tony Snell,0.02,0.11,0.07,0.07,0.01,0.01,0.11,0.41,0.36,0.47,0.51,0.82,201,90,5,
1061,Tony Wroten,0.03,0.1,0.07,0.26,0.02,0.01,0.21,0.39,0.23,0.44,0.42,0.64,198,92,6,
1062,Tornike Shengelia,0.05,0.12,0.08,0.13,0.02,0,0.26,0.46,0.17,0.53,0.47,0.44,206,98,4,
1063,Toure' Murry,0.04,0.03,0.03,0.1,0.02,0,0.26,0.33,0.42,0.33,0.34,0.86,196,88,6,
1064,Tracy McGrady,0.03,0.14,0.08,0.24,0.01,0.02,0.12,0.4,0.35,0.43,0.44,0.72,203,95,5,
1065,Travis Diener,0.01,0.08,0.04,0.23,0.03,0,0.04,0.28,0.21,0.34,0.35,0.49,185,79,6,
1067,Travis Outlaw,0.05,0.14,0.09,0.07,0.01,0.02,0.09,0.4,0.35,0.42,0.45,0.77,206,95,5,
1068,Travis Wear,0.05,0.13,0.09,0.1,0.01,0.01,0.14,0.4,0.37,0.41,0.43,0.77,208,104,5,
1069,Trenton Hassell,0.04,0.1,0.07,0.08,0.01,0.01,0.14,0.42,0.18,0.43,0.43,0.7,196,90,0,
1070,Treveon Graham,0.03,0.1,0.06,0.05,0.02,0.01,0.06,0.48,0.6,0.4,0.59,0.67,198,99,5,
1071,Trevor Ariza,0.04,0.15,0.1,0.12,0.03,0.01,0.12,0.44,0.31,0.5,0.5,0.72,203,97,4,
1072,Trevor Booker,0.11,0.19,0.15,0.08,0.02,0.02,0.13,0.52,0.21,0.53,0.53,0.62,203,103,3,
1073,Trey Burke,0.02,0.08,0.05,0.24,0.01,0,0.12,0.4,0.36,0.43,0.47,0.81,185,86,1,
1075,Trey Johnson,0.02,0.08,0.05,0.1,0,0,0.12,0.39,0.33,0.39,0.39,0.96,196,98,5,
1076,Trey Lyles,0.05,0.19,0.12,0.08,0.01,0.01,0.12,0.4,0.35,0.43,0.47,0.71,208,106,2,
1077,Trey Thompkins,0.04,0.2,0.12,0.05,0.01,0.02,0.09,0.39,0.31,0.42,0.43,0.71,206,107,2,
1078,Tristan Thompson,0.14,0.21,0.17,0.04,0.01,0.02,0.12,0.52,0,0.52,0.52,0.6,206,107,3,
1079,Troy Daniels,0.02,0.08,0.05,0.09,0.01,0,0.1,0.4,0.4,0.42,0.55,0.8,193,92,5,
1080,Troy Hudson,0,0.08,0.04,0.13,0.02,0,0.17,0.29,0.33,0.26,0.36,1,185,77,6,
1081,Troy Murphy,0.06,0.23,0.14,0.08,0.02,0.01,0.12,0.42,0.3,0.48,0.48,0.75,211,111,2,
1082,Troy Williams,0.04,0.11,0.08,0.07,0.02,0.01,0.15,0.45,0.31,0.54,0.51,0.7,198,97,4,
1083,Ty Lawson,0.03,0.08,0.05,0.31,0.02,0,0.16,0.45,0.36,0.48,0.49,0.73,180,88,1,
1084,Tyler Ennis,0.02,0.08,0.05,0.26,0.02,0.01,0.21,0.41,0.34,0.44,0.46,0.77,190,87,1,
1085,Tyler Hansbrough,0.12,0.17,0.14,0.04,0.02,0.01,0.1,0.44,0.12,0.45,0.45,0.72,206,113,2,
1086,Tyler Honeycutt,0.07,0.2,0.13,0.1,0.01,0.02,0.18,0.3,0.17,0.33,0.31,0.8,203,85,0,
1087,Tyler Johnson,0.03,0.12,0.08,0.14,0.02,0.01,0.12,0.45,0.38,0.48,0.5,0.75,193,84,5,
1088,Tyler Ulis,0.02,0.08,0.05,0.31,0.02,0,0.14,0.42,0.27,0.46,0.45,0.78,178,68,1,
1089,Tyler Zeller,0.09,0.18,0.14,0.09,0.01,0.03,0.12,0.5,0,0.5,0.5,0.74,213,114,3,
1090,Tyreke Evans,0.03,0.15,0.09,0.26,0.02,0.01,0.14,0.43,0.31,0.46,0.47,0.76,198,99,1,
1091,Tyronn Lue,0.01,0.08,0.05,0.17,0.01,0,0.1,0.44,0.45,0.44,0.52,0.67,183,79,1,
1092,Tyrus Thomas,0.07,0.18,0.12,0.09,0.02,0.04,0.12,0.49,0.15,0.5,0.5,0.77,206,97,2,
1093,Tyshawn Taylor,0.01,0.07,0.04,0.19,0.03,0,0.22,0.35,0.36,0.35,0.38,0.68,190,83,6,
1094,Tyson Chandler,0.13,0.25,0.19,0.04,0.01,0.03,0.17,0.62,0,0.63,0.62,0.67,216,108,3,
1095,Tyus Jones,0.01,0.08,0.05,0.28,0.03,0.01,0.16,0.39,0.33,0.42,0.45,0.74,188,88,6,
1096,Udonis Haslem,0.08,0.24,0.16,0.05,0.01,0.01,0.12,0.47,0.1,0.49,0.48,0.73,203,106,2,
1097,Vander Blue,0.01,0.17,0.09,0.14,0.01,0,0.2,0.4,0.1,0.51,0.42,0.3,193,90,0,
1100,Victor Claver,0.05,0.18,0.11,0.06,0.01,0.01,0.18,0.42,0.33,0.47,0.5,0.69,206,101,2,
1101,Victor Oladipo,0.02,0.13,0.07,0.18,0.02,0.01,0.14,0.43,0.34,0.47,0.48,0.8,193,95,1,
1102,Viktor Khryapa,0.06,0.16,0.11,0.12,0.03,0,0.14,0.39,0,0.4,0.39,0.57,206,95,0,
1103,Vince Carter,0.03,0.13,0.08,0.15,0.02,0.01,0.1,0.42,0.36,0.45,0.49,0.8,198,99,5,
1104,Vitor Faverani,0.1,0.21,0.15,0.05,0.02,0.04,0.2,0.44,0.3,0.49,0.48,0.65,211,117,2,
1105,Vladimir Radmanovic,0.06,0.15,0.1,0.09,0.02,0.01,0.14,0.39,0.34,0.44,0.49,0.75,208,102,5,
1106,Von Wafer,0.01,0.11,0.06,0.08,0.01,0.01,0.13,0.36,0.25,0.43,0.41,0.7,196,95,0,
1107,Wade Baldwin,0.03,0.1,0.07,0.23,0.02,0.02,0.23,0.31,0.14,0.36,0.33,0.84,193,91,6,
1108,Walker Russell,0.02,0.07,0.04,0.26,0.03,0,0.24,0.35,0.31,0.35,0.37,0.64,196,88,6,
1109,Wally Szczerbiak,0.03,0.13,0.08,0.1,0.01,0.01,0.09,0.43,0.4,0.44,0.49,0.86,198,95,5,
1110,Walter Herrmann,0.06,0.16,0.11,0.07,0.01,0,0.07,0.39,0.32,0.45,0.47,0.83,206,102,5,
1111,Walter Sharpe,0,0.18,0.09,0,0,0.08,0,0.36,0,0.44,0.36,0,206,111,3,
1113,Wayne Ellington,0.02,0.1,0.06,0.09,0.01,0,0.09,0.42,0.38,0.44,0.5,0.86,193,90,5,
1114,Wayne Selden,0,0.08,0.04,0.07,0.02,0,0.17,0.49,0.32,0.73,0.6,0.6,196,104,4,
1115,Wesley Johnson,0.03,0.14,0.08,0.07,0.02,0.02,0.11,0.4,0.33,0.47,0.48,0.72,201,97,5,
1116,Wesley Matthews,0.02,0.09,0.06,0.1,0.02,0,0.1,0.43,0.38,0.48,0.53,0.82,185,77,1,
1117,Will Barton,0.03,0.15,0.09,0.14,0.02,0.01,0.13,0.42,0.28,0.46,0.45,0.77,198,79,5,
1118,Will Bynum,0.02,0.08,0.05,0.32,0.02,0,0.17,0.42,0.23,0.46,0.44,0.76,183,83,1,
1119,Will Cherry,0.02,0.07,0.04,0.16,0.05,0.01,0.16,0.26,0.22,0.3,0.32,0.5,183,83,6,
1120,Will Conroy,0.03,0.05,0.04,0.14,0,0,0.13,0.15,0,0.21,0.15,0.25,188,88,7,
1121,Will Solomon,0.02,0.09,0.06,0.25,0.02,0,0.15,0.42,0.35,0.46,0.49,0.69,185,83,1,
1122,Willie Cauley-Stein,0.09,0.19,0.14,0.07,0.02,0.03,0.11,0.55,0,0.55,0.55,0.66,213,108,3,
1123,Willie Green,0.02,0.08,0.05,0.11,0.01,0.01,0.1,0.43,0.36,0.46,0.49,0.79,193,90,5,
1124,Willie Reed,0.13,0.21,0.17,0.04,0.01,0.05,0.09,0.57,0.25,0.57,0.57,0.55,206,106,3,
1125,Willie Warren,0.01,0.1,0.05,0.3,0.02,0,0.17,0.37,0.33,0.4,0.44,0.75,193,92,1,
1126,Willy Hernangomez,0.14,0.27,0.2,0.12,0.02,0.02,0.16,0.53,0.27,0.54,0.53,0.73,211,108,3,
1127,Wilson Chandler,0.04,0.16,0.1,0.09,0.01,0.02,0.11,0.44,0.33,0.48,0.49,0.77,203,102,5,
1128,Xavier Henry,0.03,0.09,0.06,0.06,0.02,0.01,0.11,0.37,0.31,0.38,0.39,0.62,198,99,0,
1129,Xavier Munford,0.01,0.14,0.07,0.14,0.03,0.01,0.15,0.42,0.39,0.43,0.47,0.5,196,90,4,
1130,Xavier Silas,0.06,0.06,0.06,0.11,0,0,0.16,0.27,0.17,0.33,0.3,0.67,196,92,0,
1131,Yakhouba Diawara,0.04,0.08,0.06,0.08,0.01,0,0.13,0.32,0.27,0.4,0.4,0.62,201,102,0,
1132,Yao Ming*,0.09,0.24,0.17,0.1,0,0.05,0.15,0.51,0.5,0.51,0.51,0.88,229,140,2,
1133,Yi Jianlian,0.07,0.19,0.13,0.05,0.01,0.02,0.12,0.4,0.31,0.41,0.42,0.75,213,108,2,
1134,Yogi Ferrell,0.02,0.08,0.05,0.21,0.01,0.01,0.16,0.4,0.36,0.43,0.48,0.78,183,81,1,
1135,Zabian Dowdell,0.02,0.06,0.04,0.28,0.04,0.01,0.18,0.41,0.3,0.42,0.42,0.94,190,86,6,
1136,Zach LaVine,0.01,0.1,0.06,0.18,0.01,0.01,0.14,0.44,0.37,0.48,0.51,0.82,196,85,1,
1137,Zach Randolph,0.11,0.25,0.18,0.11,0.01,0.01,0.11,0.47,0.25,0.48,0.48,0.75,206,117,2,
1138,Zaza Pachulia,0.12,0.21,0.17,0.1,0.02,0.01,0.18,0.47,0,0.48,0.47,0.75,211,122,3,
1139,Zoran Dragic,0.1,0.06,0.08,0.11,0.01,0,0.1,0.34,0.18,0.54,0.38,0.59,196,90,0,
1140,Zydrunas Ilgauskas,0.12,0.2,0.16,0.06,0.01,0.04,0.12,0.47,0.22,0.48,0.48,0.78,221,107,2,
1141,Zion Williamson,0.04,0.19,0.12,0.37,0.02,0.02,0.13,0.52,0.35,0.57,0.56,0.74,203,113,4,
1142,Ja Morant,0.02,0.07,0.05,0.24,0.02,0,0.14,0.45,0.41,0.47,0.47,0.74,183,74,1,
1143,RJ Barrett,0.03,0.13,0.08,0.11,0.01,0.01,0.13,0.47,0.33,0.49,0.49,0.78,203,102,5,
1144,De'Andre Hunter,0.05,0.16,0.1,0.06,0.03,0.01,0.12,0.4,0.36,0.51,0.52,0.81,206,97,4,
1145,Darius Garland,0.01,0.09,0.05,0.32,0.02,0.01,0.16,0.44,0.34,0.47,0.48,0.84,188,84,1,
1146,Jarrett Culver,0.02,0.16,0.09,0.16,0.02,0.01,0.14,0.44,0.37,0.49,0.52,0.82,201,106,5,
1147,Coby White,0.03,0.11,0.07,0.14,0.01,0.01,0.13,0.4,0.33,0.47,0.48,0.88,193,93,5,
1148,Jaxson Hayes,0.11,0.25,0.18,0.01,0.01,0.07,0.13,0.56,0.36,0.56,0.56,0.55,213,120,3,
1149,Rui Hachimura,0.09,0.2,0.15,0.13,0.02,0.03,0.12,0.49,0.24,0.51,0.51,0.74,203,111,2,
1150,Cam Reddish,0.02,0.1,0.06,0.19,0.01,0,0.11,0.44,0.38,0.48,0.51,0.82,201,90,5,
1151,Cameron Johnson,0.02,0.12,0.06,0.03,0.01,0.01,0.05,0.18,0.15,0.49,0.23,0.86,201,104,0,
1152,P. J. Washington,0.07,0.19,0.13,0.15,0.01,0.02,0.12,0.5,0.27,0.5,0.5,0.81,206,113,2,
1153,Tyler Herro,0.02,0.09,0.06,0.11,0.01,0.01,0.1,0.45,0.42,0.48,0.54,0.85,201,97,5,
1154,Romeo Langford,0.03,0.08,0.05,0.22,0.01,0,0.12,0.44,0.36,0.46,0.47,0.84,198,83,1,
1155,Sekou Doumbouya,0.05,0.2,0.12,0.18,0.02,0.03,0.16,0.48,0.26,0.51,0.51,0.73,211,100,2,
1156,Chuma Okeke,0.1,0.23,0.16,0.03,0.01,0.02,0.14,0.43,0.32,0.45,0.45,0.69,208,108,2,
1157,Nickeil Alexander-Walker,0.05,0.11,0.08,0.18,0.02,0.01,0.14,0.41,0.37,0.46,0.51,0.77,185,83,1,
1158,Goga Bitadze,0.11,0.26,0.18,0.12,0.01,0.02,0.11,0.5,0.25,0.5,0.5,0.69,213,117,2,
1159,Luka amani?,0.06,0.21,0.13,0.14,0.01,0.01,0.15,0.41,0.31,0.47,0.47,0.78,208,101,2,
1160,Matisse Thybulle,0.07,0.14,0.11,0.05,0.02,0.02,0.14,0.48,0.24,0.6,0.52,0.55,196,83,4,
1161,Brandon Clarke,0.07,0.18,0.12,0.08,0.02,0.03,0.12,0.5,0.21,0.5,0.5,0.59,206,106,2,
1162,Grant Williams,0.05,0.21,0.14,0.18,0.02,0.03,0.17,0.42,0.32,0.47,0.47,0.71,201,104,2,
1163,Darius Bazley,0.05,0.16,0.1,0.06,0.03,0.01,0.12,0.4,0.36,0.51,0.52,0.81,206,97,4,
1164,Ty Jerome,0.04,0.12,0.08,0.13,0.01,0.01,0.12,0.42,0.36,0.44,0.46,0.76,198,97,5,
1165,Nassir Little,0.03,0.14,0.08,0.06,0.01,0.05,0.12,0.41,0.26,0.46,0.46,0.6,203,95,2,
1166,Dylan Windler,0.01,0.1,0.06,0.12,0,0.01,0.15,0.36,0.42,0.14,0.53,1,201,97,5,
1167,Mfiondu Kabengele,0.09,0.19,0.14,0.04,0.01,0.06,0.11,0.51,0.34,0.53,0.54,0.77,208,106,2,
1168,Jordan Poole,0.05,0.11,0.08,0.14,0.02,0.01,0.1,0.44,0.32,0.47,0.47,0.81,201,99,5,
1169,Keldon Johnson,0.03,0.09,0.06,0.06,0.02,0.01,0.11,0.37,0.31,0.38,0.39,0.62,198,99,0,
1170,Kevin Porter Jr.,0.02,0.13,0.07,0.18,0.02,0.01,0.14,0.43,0.34,0.47,0.48,0.8,193,95,1,
1171,Nicolas Claxton,0.09,0.21,0.15,0.07,0.01,0.02,0.12,0.49,0.1,0.5,0.5,0.67,185,83,4,
1172,KZ Okpala,0.03,0.13,0.08,0.11,0.01,0.01,0.13,0.4,0.29,0.44,0.44,0.62,206,86,5,
1173,Carsen Edwards,0.02,0.08,0.05,0.29,0.02,0,0.13,0.44,0.37,0.48,0.51,0.87,185,81,1,
1174,Bruno Fernando,0.12,0.25,0.18,0.05,0.01,0.04,0.13,0.53,0.36,0.54,0.53,0.56,208,114,3,
1175,Daniel Gafford,0.11,0.2,0.15,0.03,0.01,0.06,0.13,0.54,0.2,0.54,0.54,0.59,213,122,3,
1176,Alen Smailagi?,0.12,0.26,0.19,0.23,0.02,0.02,0.14,0.55,0.33,0.58,0.57,0.82,208,113,2,
1177,Eric Paschall,0.09,0.19,0.14,0.05,0.03,0.01,0.25,0.43,0.36,0.43,0.43,0.29,201,118,4,
1178,Admiral Schofield,0.05,0.17,0.11,0.08,0.02,0.02,0.12,0.42,0.29,0.53,0.49,0.79,198,103,4,
1179,Jaylen Nowell,0.02,0.1,0.06,0.12,0.02,0.01,0.11,0.41,0.35,0.45,0.48,0.76,193,93,5,
1180,Bol Bol,0.06,0.19,0.13,0.08,0.01,0.05,0.1,0.44,0.35,0.47,0.49,0.81,221,108,2,
